system:index,city_st,ndvi_median18,.geo
00009c76eeb5bde109bf,St. Paul_MN,0.544853370255328,
0000c5ef5a8e051aea5c,Minneapolis_MN,0.4980724167594432,
0000822fa0a4f7bad082,Fargo_ND,0.4941274404076027,
00003333ad3ea2925ccf,Billings_MT,0.4511441129904231,
0000fec0478e736448c4,Everett_WA,0.5254186676224963,
000094ee982e31bb0d69,Seattle_WA,0.43952105126310553,
0000c151ae652cd88b0f,Renton_WA,0.5176176470702176,
0000ad277cf162dbb590,Tacoma_WA,0.46291307693789796,
00000309fe1122536539,Kent_WA,0.5410680245824591,
00004afb172d0b5b9a16,Bellevue_WA,0.5605795462461327,
00005121e6de7a0e7014,Hillsboro_OR,0.505842842168817,
0000b703480b48d46412,Portland_OR,0.5019364706603588,
0000303160854587bdbc,Salem_OR,0.5292446778240757,
00006006fc1559b38e97,Gresham_OR,0.5096956454058793,
00008cbfe4dd48333c29,Vancouver_WA,0.4902018846672946,
0000bef7342779525ee3,Spokane_WA,0.4433665397495231,
00000bc49cd1d4a7174a,Boise City_ID,0.4238246790624461,
0000257ef9dc449e8c67,Eugene_OR,0.5409923368193863,
0000d83e938c84092af3,Santa Rosa_CA,0.4745570228011721,
0000466a11e7e5151c9a,Vallejo_CA,0.43950062111175714,
0000280f3f73e9e5523e,Fairfield_CA,0.5097871367857373,
00004ec377a6e026c314,Antioch_CA,0.419910646653151,
0000aa3f866e509ff5d9,Concord_CA,0.45900404452365423,
00004d06f4e468d2e31f,Richmond_CA,0.4042500126150728,
000015e3311acf0cb74d,Berkeley_CA,0.3651604431161842,
0000d5b94065c4f57d9c,Oakland_CA,0.3243207180326426,
000032154294393b2db9,San Francisco_CA,0.22460126847818446,
00007080972a02224cea,Salinas_CA,0.3377980656187714,
0000fe61541e2c38d12d,San Jose_CA,0.3535123282798168,
0000a8e7d049a638234b,Daly City_CA,0.28705358625362537,
0000570c6fa31b6f510b,Hayward_CA,0.29885974212884314,
00000296c11456335f89,Fremont_CA,0.3495848352893207,
000007cebb683b6682e5,San Mateo_CA,0.3221842563619676,
0000ec242c5711a6dcfb,Sunnyvale_CA,0.2987854937429784,
0000d51ff65667e9c6b1,Santa Clara_CA,0.28704101175613084,
000054da56925b0c2e96,Stockton_CA,0.3652479474123596,
0000849855395a64ffb9,Modesto_CA,0.3847561175534279,
00008c701c76dacf4437,Clovis_CA,0.32227460019925996,
0000a5fee7f79671d921,Fresno_CA,0.3301207840342897,
000059929dc460703e97,Visalia_CA,0.3378783827785391,
000070098cc66d4ae4b8,Reno_NV,0.2909963704234005,
0000acc666afed7b4c08,Elk Grove_CA,0.4628420769121449,
000082c3ff700d51cd38,Sacramento_CA,0.3964653984418903,
000027825572dfab126b,Roseville_CA,0.4199035007036514,
00007eb68aa554fde632,Lancaster_CA,0.20898164863478796,
00003f7e73e9353e8dae,Palmdale_CA,0.19723791154129117,
000051a893c5479e326b,Santa Clarita_CA,0.3339974207712918,
000027a29ef9c9ba074b,Simi Valley_CA,0.38478674948758385,
0000468b8c5887e52666,Los Angeles_CA,0.2988123710562912,
0000d19498439bd93508,Burbank_CA,0.29887198729616044,
00003a68afed6df67f81,Torrance_CA,0.23247757399137628,
0000541e4b52409a9aeb,Inglewood_CA,0.2167897096668516,
00008fefd2720fa0f239,Glendale_CA,0.37312442748530383,
000025a3c15fa46a30e3,Pasadena_CA,0.376903999508954,
0000a216604dd5922c23,Long Beach_CA,0.232463323983952,
00004de3d6a9c527a7c8,Downey_CA,0.2636810836094059,
0000e6316af2b6e17375,El Monte_CA,0.2206358892668845,
000078147e369735fe47,Norwalk_CA,0.22844953074773516,
00007b2e5c08cbe20fe6,West Covina_CA,0.32615260254188655,
0000838e429f5e231c4f,Pomona_CA,0.28704811527507457,
0000463fa0d82ffb6432,Ontario_CA,0.2715808384238796,
00003d82bcc4349018df,Rancho Cucamonga_CA,0.28711510114675437,
0000f549f13cd7ab1040,Jurupa Valley_CA,0.3300772348049478,
00006a3560cab1fda220,Fontana_CA,0.267599296371427,
000073de5dd98ee9dfb1,Rialto_CA,0.26366781103333076,
0000c2b8093dac933513,San Bernardino_CA,0.31052272397316233,
000044553ae7a5762c10,Victorville_CA,0.15212326695236533,
0000764e4e883b88a862,Las Vegas_NV,0.15038781578779034,
0000ab95bb21568e03ea,North Las Vegas_NV,0.13086010144687052,
0000dbf27e6cdc10a9ad,Henderson_NV,0.15038143775737411,
000095df0d2f5e2c76a0,Chula Vista_CA,0.28320207066027847,
0000a9cfe3df34d1710c,San Diego_CA,0.33008064099092493,
0000a1de7f26b6495585,El Cajon_CA,0.24026164590210594,
